Rating Agency Name,Name,Rating,Rating Outlook,date_x,Clean_Name,Symbol,Sector,industry,month_rating,year_change,year,Year,date_y,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,netIncomePerEBT,ebtPerEbit,ebitPerRevenue,debtRatio,debtEquityRatio,longTermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue
Standard & Poor's Ratings Services,United Rentals Inc.,B,Positive,6/27/2013,united rentals,URI,Technology,Diversified Commercial Services,6,1,2013,2012,12/31/2012,0.99407846,0.665433013,0.0784604,3487.289157,9.81027668,3497.099433,41.26086957,3446.028287,19.12048193,7.120481928,0.903614458,0.903614458,0.173333333,0.006802104,0.04860661,0.007751938,1,1,0.903614458,0.860058045,6.145819831,0.812332766,0.82568911,,0.098645506,7.145819831,0.104665826,8.846153846,37.20588235,0.193925234,0.007527662,8.690935391,7.521697203,1.277724204,0,8.686746988,0.865464632,0.098645506,1.144444444,7.432989691,,,2.68074245,2.68074245,49.83597108,55.151808,6.628823077,5.737011928,5.737011928,4.174629554,49.83597108,,7.504556982,2.68074245
Standard & Poor's Ratings Services,Exelon Corp.,BBB,Stable,3/23/2012,exelon,EXC,Public Utilities,Power Generation,3,1,2012,2011,12/31/2011,1.100220485,0.61354981,0.203648026,31.11102304,16.03308026,47.1441033,285.824295,-254.713272,1,0.236736419,0.208835341,0.131843162,0.368674089,0.045287882,0.17344456,0.078877512,0.631325911,1,0.208835341,0.738891309,2.829822732,0.450618698,0.467458907,5.637660485,0.384335155,3.829822732,11.73217607,1.27700831,22.7654321,0.581025484,0.343498149,7.319758673,1.223227753,2.184012066,0.558316633,0.25644684,0.167113126,0.384335155,5.861111111,1.200643246,0.892916283,0.558316633,1.83068196,1.83068196,1.391585289,10.55485371,32.47146732,5.426408407,5.426408407,17.58258293,1.391585289,0.052896672,5.593360849,1.83068196
Standard & Poor's Ratings Services,Exelon Corp.,BBB,Stable,7/21/2015,exelon,EXC,Public Utilities,Power Generation,7,0,2015,2015,12/31/2015,1.681728449,1.212327265,0.713094977,39.50334499,4.5750535,44.07839849,80.42609294,-40.92274795,1,0.149726628,0.113084525,0.07705369,0.322222222,0.023788057,0.087969604,0.038601535,0.681381381,1,0.113084525,0.729587772,2.698057613,0.47827582,0.493639326,3.356854839,0.302883277,3.698057613,9.239723878,4.53832813,79.7804878,0.51266561,0.30872054,8.557303371,-0.008988764,8.839325843,0.486998678,0.258634156,-0.00105042,0.302883277,5.077333333,0.998950682,0.872493986,0.486998678,1.020327221,1.020327221,0.893717526,11.59863376,-3289.6625,3.455527836,3.455527836,25.93664333,0.893717526,0.04198759,5.354966651,1.020327221
Standard & Poor's Ratings Services,Exelon Corp.,BBB,Stable,4/28/2011,exelon,EXC,Public Utilities,Power Generation,4,1,2011,2010,12/31/2010,1.508962264,0.950707547,0.380188679,37.82342845,,,,,1,0.253486376,0.226399914,0.1374705,0.392797915,0.049062021,0.189011799,0.0879375,0.607202085,1,0.226399914,0.74042879,2.852507375,0.461349011,0.473868001,5.329545455,0.429378531,3.852507375,9.65010352,0,0,0.622691293,0.356891271,7.933434191,2.901664145,3.175491679,0.541943036,0.281270114,0.365751335,0.429378531,8.754590985,1.576668671,1.112195122,0.541943036,2.042957965,2.042957965,1.485867303,10.80862661,14.44343587,5.28270595,5.28270595,17.95101052,1.485867303,0.050139861,4.994589907,2.042957965
Standard & Poor's Ratings Services,Exelon Corp.,BBB,Stable,7/25/2016,exelon,EXC,Public Utilities,Power Generation,7,0,2016,2016,12/31/2016,0.922345248,0.424314483,0.047187337,48.39508929,4.591376582,52.98646587,99.36431962,-50.96923033,1,0.099234694,0.063424745,0.036160714,0.382604324,0.009869108,0.043890545,0.019606297,0.570135747,1,0.063424745,0.775142728,3.447265549,0.549972131,0.568246382,1.330434783,0.248345831,4.447265549,7.542087542,3.67335077,79.49685535,0.438264272,0.272923484,9.13961039,-0.116883117,1.67965368,1.028218695,0.269292092,-0.012788632,0.248345831,3.475308642,0.987372852,0.868916555,1.028218695,1.253123815,1.253123815,1.032428571,28.55111111,-299.7866667,3.833861456,3.833861456,66.28448911,1.032428571,0.036013264,7.567559853,1.253123815
Standard & Poor's Ratings Services,Exelon Corp.,BBB,Stable,8/24/2012,exelon,EXC,Public Utilities,Power Generation,8,0,2012,2012,12/31/2012,1.301772867,0.669450154,0.190904419,43.30771851,3.270158511,46.57787702,87.89898592,-44.59126741,1,0.101324024,0.076546469,0.049853123,0.348720801,0.014906943,0.054640474,0.025406246,0.651279199,1,0.076546469,0.727181302,2.665437917,0.445094638,0.45875846,1.991140642,0.337517203,3.665437917,8.428058845,4.152493868,111.6153846,0.519829151,0.299017237,7.513480392,0.419117647,2.970588235,1.465414176,0.261015795,0.055782091,0.337517203,6.288205128,1.059077561,0.816922052,1.465414176,1.189865149,1.189865149,1.085614543,21.77625961,74.56140351,4.159190997,4.159190997,44.64680362,1.085614543,0.067294118,6.530267843,1.189865149
Standard & Poor's Ratings Services,Exelon Corp.,BBB,Stable,4/30/2014,exelon,EXC,Public Utilities,Power Generation,4,1,2014,2013,12/31/2013,1.311723602,0.654373706,0.208203934,39.90537608,3.709903021,43.61527911,78.75885863,-38.85348255,1,0.146898104,0.111419158,0.069069431,0.376487559,0.021507933,0.075620271,0.03840933,0.619906239,1,0.111419158,0.715579801,2.515924688,0.432508675,0.451990068,2.108745247,0.338311377,3.515924688,9.146637266,4.634399309,98.3853211,0.525839848,0.311395826,7.410046729,1.107476636,2.728971963,0.726585224,0.254861781,0.149456093,0.338311377,4.454353933,1.175718258,0.954695966,0.726585224,1.091652296,1.091652296,0.997084539,14.4359744,26.17662447,3.91225603,3.91225603,31.04822636,0.997084539,0.050331568,5.642964358,1.091652296
Standard & Poor's Ratings Services,Exelon Corp.,BBB,Stable,8/21/2014,exelon,EXC,Public Utilities,Power Generation,8,0,2014,2014,12/31/2014,1.380620863,0.757703721,0.214334627,46.33526559,3.50880566,49.84407126,85.55871722,-39.22345162,1,0.112873236,0.090634001,0.05917095,0.267900241,0.018695141,0.071788747,0.031850561,0.652855994,1,0.090634001,0.739581174,2.839968153,0.461329521,0.483505437,2.427734375,0.210593461,3.839968153,7.877369328,4.266076115,104.024,0.526599727,0.315951344,5.18255814,-1.88372093,3.670930233,0.656192237,0.162492253,-0.363473188,0.210593461,2.47336293,0.733421096,0.624054887,0.656192237,1.370948337,1.370948337,1.129986511,19.0969809,-19.13234568,6.954094683,6.954094683,41.2648331,1.129986511,0.034361046,7.220045951,1.370948337
Standard & Poor's Ratings Services,Healthcare Trust of America,BBB,Stable,8/15/2013,healthcare trust of america,HTA,Consumer Services,Real Estate Investment Trusts,8,0,2013,2013,12/31/2013,0.562182573,0.562182573,0.21812457,32.54089572,0,32.54089572,311.746623,-279.2057273,0.696613619,0.203170376,0.073701387,0.075839562,0,0.008814701,0.017489111,0.008832186,1.029011325,1,0.073701387,0.495989222,0.984084556,0.466756002,,,,1.984084556,11.21665498,1.170822627,,,0.116228263,0.648137674,0.53684972,0.079276554,5.332014344,0.462095849,0.828295811,,,5.823969742,0.955293327,5.332014344,3.50528977,3.50528977,15.20029447,200.4269816,39.71316215,32.89424586,32.89424586,214.1466382,15.20029447,0.026603276,32.76789906,3.50528977
Standard & Poor's Ratings Services,Healthcare Trust of America Holdings LP,BBB,Stable,9/8/2016,healthcare trust of america,HTA,Consumer Services,Real Estate Investment Trusts,9,0,2016,2016,12/31/2016,0.106927281,0.106927281,0.106927281,0,0,0,266.6931708,-266.6931708,0.688126996,0.221119134,0.099607748,0.099607748,0,0.012250243,0.027210755,0.012603457,1,1,0.099607748,0.549801433,1.221242074,0.511808723,,,,2.221242074,,1.368613973,,,0.122984841,1.490960328,1.176262626,0.082206119,3.466936749,0.441923684,0.788929527,,,4.737754105,1.007553124,3.466936749,2.344915645,2.344915645,8.58380311,86.17605855,24.62035208,19.42372272,19.42372272,55.1541631,8.58380311,0.040230858,20.6135683,2.344915645
Standard & Poor's Ratings Services,Healthcare Trust of America Holdings LP,BBB,Stable,3/21/2013,healthcare trust of america,HTA,Consumer Services,Real Estate Investment Trusts,3,1,2013,2012,12/31/2012,0.566744952,0.566744952,0.251501348,24.3622432,0,24.3622432,242.9695091,-218.6072659,0.68193256,0.101527146,-0.081510059,-0.081510059,0,-0.01011727,-0.019472743,-0.010390331,1,1,-0.081510059,0.48043942,0.924703372,,,,,1.924703372,14.9822,1.502246111,,,0.124122961,0.524374419,0.421511093,0.071643775,-3.818907632,0.389745832,0.803836109,,,5.097778166,1.005190133,-3.818907632,3.796327047,3.796327047,15.8908703,-194.9559425,50.72227129,40.7723932,40.7723932,-203.4039755,15.8908703,0.019588567,32.72928364,3.796327047
Standard & Poor's Ratings Services,Healthcare Trust of America,BBB,Stable,10/14/2014,healthcare trust of america,HTA,Consumer Services,Real Estate Investment Trusts,10,0,2014,2014,12/31/2014,0.103056155,0.103056155,0.103056155,0,0,0,324.9139268,-324.9139268,0.694464408,0.223612064,0.122127562,0.122127562,0,0.014916575,0.031352206,0.015429122,1,1,0.122127562,0.524225667,1.101836797,0.493936565,,,,2.101836797,,1.123374438,,,0.122139299,1.405282559,1.163113824,0.086844476,3.023032333,0.453557826,0.827672568,,,5.802906636,1.013863233,3.023032333,2.440934727,2.440934727,9.508275366,77.85527848,25.32856147,20.96375551,20.96375551,43.73197843,9.508275366,0.038828868,22.40260346,2.440934727
Standard & Poor's Ratings Services,Healthcare Trust of America,BBB,Stable,10/8/2015,healthcare trust of america,HTA,Consumer Services,Real Estate Investment Trusts,10,0,2015,2015,12/31/2015,0.137676045,0.137676045,0.137676045,0,0,0,280.8213388,-280.8213388,0.694444582,0.23174567,0.081548306,0.081548306,0,0.010380796,0.023873008,0.010701031,1,1,0.081548306,0.565165968,1.299728002,0.53556624,,,,2.299728002,,1.299758777,,,0.127296283,1.51573679,1.283571553,0.103669274,4.444808843,0.473215922,0.846830111,,,6.528698326,1.087980096,4.444808843,2.562747176,2.562747176,8.754141577,107.3491531,21.8452956,18.49925409,18.49925409,63.40179387,8.754141577,0.04140516,20.85147905,2.562747176
Standard & Poor's Ratings Services,E.W. Scripps Company (The),BB,Stable,9/14/2016,ew scrippsmpany (the),SSP,Consumer Services,Broadcasting,9,0,2016,2016,12/31/2016,3.32172936,3.275720007,1.290220972,74.51782891,0,74.51782891,12.85474327,61.66308564,0.196993363,0.134298715,0.112364495,0.071295492,0.365498042,0.038900747,0.071077822,0.065239663,0.634501958,1,0.112364495,0.45270205,0.827158314,0.29013117,0.293614463,5.874216974,0.372580338,1.827158314,4.89815666,28.39418823,,3.616934695,0.545627015,1.75779647,1.422443274,1.782754773,0,0.155340084,0.809219553,0.372580338,22.29386699,5.241627308,,,1.698611342,1.698611342,1.703813193,23.89790912,13.55414332,10.9682778,10.9682778,97.71982967,1.703813193,,10.07179641,1.698611342
Standard & Poor's Ratings Services,E.W. Scripps Company (The),BB,Stable,12/2/2013,ew scrippsmpany (the),SSP,Consumer Services,Broadcasting,12,0,2013,2013,12/31/2013,3.554194181,3.425226085,1.955914463,62.42306925,3.161886491,65.58495574,7.987593124,54.43547612,0.075365633,0.016692966,-0.010493701,-0.000580263,0.915538964,-0.000490617,-0.000868493,-0.010049132,0.055296314,1,-0.010493701,0.435093621,0.770204829,0.266210255,0.268178119,-0.820444104,0.167525,1.770204829,5.847197268,45.69586787,115.437414,2.30886921,0.845508368,0.592840965,0.229722556,4.383926676,0,0.041016268,0.387494404,0.167525,16.7525,1.632638144,,,1.718966677,1.718966677,1.148486848,-1979.252321,72.26107987,28.00076407,28.00076407,-5488.416866,1.148486848,,14.93388384,1.718966677
Standard & Poor's Ratings Services,E.W. Scripps Company (The),BB,Stable,3/3/2015,ew scrippsmpany (the),SSP,Consumer Services,Broadcasting,3,1,2015,2014,12/31/2014,2.442878592,2.338907967,1.177801067,57.35679487,2.845461159,60.20225602,9.66619217,47.6906027,0.087389019,0.033526721,0.014100162,0.012115278,0.165823405,0.010195298,0.02031543,0.013642948,0.859229639,1,0.014100162,0.498150051,0.99262748,0.274403732,0.276429756,1.442665411,0.515429293,1.99262748,6.363674973,37.7604742,128.2744622,2.530855677,0.841524075,1.81134855,1.473980334,3.16114089,0,0.117430397,0.813747489,0.515429293,51.0275,5.369055135,,,1.903519399,1.903519399,1.135179779,93.69820686,11.87939865,9.666830827,9.666830827,259.0228336,1.135179779,,13.12017364,1.903519399
Standard & Poor's Ratings Services,E.W. Scripps Company (The),BB,Stable,9/21/2015,ew scrippsmpany (the),SSP,Consumer Services,Broadcasting,9,0,2015,2015,12/31/2015,2.525641989,2.452100181,0.901838545,87.6732187,0,87.6732187,15.98961856,71.68360014,-0.023898353,-0.115798652,-0.138882368,-0.115246711,0.329553686,-0.049068334,-0.091541128,-0.063670496,0.829815277,1,-0.138882368,0.463974989,0.865584589,0.303437266,0.307003321,-6.582687595,0.022222612,1.865584589,4.163186951,22.82731127,,2.640339129,0.425767762,0.114639474,-0.183978907,1.575704703,-0.721692108,0.012394223,-1.604847802,0.022222612,1.332632212,0.383899589,0.107348599,-0.721692108,1.629930354,1.629930354,2.052018763,-17.80544321,-103.164,165.5625186,165.5625186,-67.59533673,2.052018763,0.040532106,-56.9088467,1.629930354
Standard & Poor's Ratings Services,Nabors Industries Inc.,BBB,Stable,3/3/2011,nabors industries,NBR,Energy,Oil & Gas Production,3,1,2011,2010,12/31/2010,1.212845459,0.890140087,0.297859245,96.67234803,23.9210646,120.5934126,53.50628115,43.16606688,0.425079112,0.01946275,0.01946275,0.022463314,-0.302440095,0.008130721,0.017772545,0.008643528,1.154169612,1,0.01946275,0.542512306,1.185851143,0.365112112,0.454713423,0.300486368,0.2491443,2.185851143,3.775640164,6.821629016,15.25851822,0.539387588,0.361955525,3.882179242,0.619709271,2.809763454,0.143935794,0.262596014,0.159629227,0.2491443,0.802733539,1.18995095,1.17276808,0.143935794,1.275835232,1.275835232,1.612570821,71.78686097,38.46965202,6.140880808,6.140880808,-31.93654473,1.612570821,0.002005044,11.44428779,1.275835232
Standard & Poor's Ratings Services,Nabors Industries Inc.,BBB,Stable,4/3/2014,nabors industries,NBR,Energy,Oil & Gas Production,4,1,2014,2013,12/31/2013,2.09987769,1.453897443,0.297321843,83.03510232,19.23097758,102.2660799,50.00514337,33.02995895,0.352760356,0.017256135,0.017256135,0.022753846,-0.519790882,0.011511857,0.023451162,0.009785787,1.318594574,1,0.017256135,0.509113587,1.037131145,0.395425578,0.396048602,0.475163147,0.362318237,2.037131145,4.395731321,7.299249146,18.97979437,0.715532543,0.50593015,4.820903386,0.815882685,1.723875016,0.336957609,0.230529835,0.169238547,0.362318237,139.2462445,1.203714973,1.157380651,0.336957609,0.844732255,0.844732255,0.819614302,36.02091326,21.00792224,3.555350238,3.555350238,-16.53286118,0.819614302,0.009354499,7.066498347,0.844732255
Standard & Poor's Ratings Services,Nabors Industries Ltd,BBB,Negative,4/27/2015,nabors industries,NBR,Energy,Oil & Gas Production,4,1,2015,2014,12/31/2014,1.749229812,1.310178472,0.31971738,81.40396214,18.64001377,100.0439759,63.2004118,18.20355034,0.337899241,-0.088859126,-0.088859126,-0.098565488,-0.103646122,-0.056453053,-0.136628856,-0.058629521,1.109233148,1,-0.088859126,0.586814565,1.42022084,0.469767144,0.470121446,-3.397706071,0.409159805,2.42022084,4.483811235,5.775278825,19.5815306,0.791266204,0.572746651,6.129851321,-0.135551473,1.844444674,-0.088189378,0.261884099,-0.022113338,0.409159805,287.8693053,0.978365082,0.947593142,-0.088189378,0.681635291,0.681635291,0.49173884,-4.98895555,-84.91239316,1.877696439,1.877696439,2.262678789,0.49173884,0.017676922,13.13650128,0.681635291
Standard & Poor's Ratings Services,Nabors Industries Ltd,BBB,Stable,11/5/2015,nabors industries,NBR,Energy,Oil & Gas Production,11,0,2015,2015,12/31/2015,1.46636708,1.05242032,0.252886491,74.11297299,23.67584873,97.78882172,41.86246645,32.25050653,0.386343729,-0.110633192,-0.110633192,-0.096437075,0.229309881,-0.039073312,-0.0870185,-0.050113458,0.87168302,1,-0.110633192,0.550976951,1.227057167,0.460473853,0.460915828,-2.350023086,0.23392253,2.227057167,4.924913754,8.71902759,15.41655398,0.549878468,0.40516899,3.02689217,-0.037281523,0.97034087,-0.186121956,0.221650916,-0.012316766,0.23392253,131.6158574,0.987833091,0.914665622,-0.186121956,0.486315328,0.486315328,0.53895238,-5.588642973,-197.4168265,2.431536899,2.431536899,2.467416024,0.53895238,0.033303605,9.978671019,0.486315328
Standard & Poor's Ratings Services,Nabors Industries Inc.,BBB,Stable,3/26/2012,nabors industries,NBR,Energy,Oil & Gas Production,3,1,2012,2011,12/31/2011,1.713291415,1.173909136,0.221115834,94.95202093,26.37498133,121.3270023,75.66408075,19.28794018,0.376939719,0.080485272,0.080485272,0.040208727,0.292361753,0.018872085,0.043608996,0.043905268,0.499578694,1,0.080485272,0.567243307,1.310767268,0.437636526,0.45279897,1.900648007,0.314996747,2.310767268,3.844046671,4.823953405,13.83887236,0.702246688,0.46935295,5.072781922,-2.041425477,1.878980071,0.543288507,0.240330469,-0.40242721,0.314996747,5.290045255,0.713049485,0.669647656,0.543288507,0.953666161,0.953666161,0.879307169,21.86856512,-9.091686281,3.658741946,3.658741946,-9.796206058,0.879307169,0.024843354,6.593057373,0.953666161
Standard & Poor's Ratings Services,Nabors Industries Inc.,BBB,Stable,3/22/2013,nabors industries,NBR,Energy,Oil & Gas Production,3,1,2013,2012,12/31/2012,2.766607911,1.908213836,0.463555585,72.20146281,20.44546118,92.64692398,40.62584201,31.5756208,0.358570259,0.039298967,0.039298967,0.023468386,0.118784199,0.012960945,0.027592256,0.023836479,0.597175653,1,0.039298967,0.530268753,1.128876897,0.424178961,0.424199262,1.091953155,0.356806402,2.128876897,5.055299239,8.98442917,17.85237305,0.802284481,0.552272507,5.389288362,0.152008001,2.683785974,0.054884963,0.223576605,0.028205579,0.356806402,4293.145604,1.029024224,1.022959733,0.054884963,0.81015579,0.81015579,0.689071943,29.36170946,109.270564,3.082039572,3.082039572,-13.28324308,0.689071943,0.00186927,6.478698574,0.81015579
Standard & Poor's Ratings Services,RELX Inc.,BBB,Stable,5/26/2015,relx,RELX,Consumer Services,Publishing,5,1,2015,2014,12/31/2014,,,,0,,,,,1,0,0,0,,0,,,,,0,0.807251736,,,,,,,,,0,39.67400881,0.812302697,,,,,0.152898068,0.9513435,,,20.55223881,59.86956522,,,,,,0,,,,,,,
Standard & Poor's Ratings Services,RELX PLC,BBB,Stable,5/4/2016,relx,RELX,Consumer Services,Publishing,5,1,2016,2015,12/31/2015,,,,0,27.08783466,27.08783466,0,0,0.643443309,0,0,0,,0,,,,,0,0.805274922,,,,,,,,,13.47468354,26.07423581,0.533839964,,,,,0.235638921,0.953802416,,,21.64615385,175.875,,,,,,0,,,,,,,
Standard & Poor's Ratings Services,RELX PLC,BBB,Stable,4/11/2011,relx,RELX,Consumer Services,Publishing,4,1,2011,2010,12/31/2010,,,,0,37.67315527,37.67315527,0,0,0.635177539,0.180016515,0,0,,0,,,,,0,0.823445062,,,,,,,,,9.688596491,20.80756014,0.542659975,,,,,0.223451693,0.938654841,,,16.30120482,22.93220339,,,,,,0,,,,,,-0.680733945,
Standard & Poor's Ratings Services,BP PLC,A,Stable,7/6/2016,bp,BP,Energy,Integrated oil Companies,7,0,2016,2016,12/31/2016,1.162096857,0.787195394,0.402440278,43.32328542,39.78339785,83.10668327,116.8624637,-73.53917823,0.131973248,-0.00230432,-0.012604096,0.000616272,1.048894558,0.000436738,0.001206893,-0.003303051,-0.048894558,3.474150665,-0.003627965,0.632217564,1.747087715,0.351584191,51666000000,-0.404179104,0.183379074,2.763427996,8.425030475,3.12332967,9.174681393,1.020440974,0.708677027,0.531658549,-0.230645623,1.18291665,40.09565217,0.057291834,-0.433822842,0.183379074,1.611546578,-0.697436232,-0.997480873,40.09565217,7.468562063,7.468562063,3.813646961,6188.255693,-153.438854,66.56527965,66.56527965,36718.26983,3.813646961,0.006479314,53.98216696,7.468562063
Standard & Poor's Ratings Services,BP PLC,A,Stable,7/23/2015,bp,BP,Energy,Integrated oil Companies,7,0,2015,2015,12/31/2015,1.281856957,0.941274461,0.483076135,39.63472754,25.44452989,65.07925743,62.71891298,-23.08418543,0.102291333,-0.035038189,-0.042715792,-0.0286837,0.328498912,-0.024756332,-0.066676267,-0.040085905,0.671501088,1.162171924,-0.03675514,0.624236151,1.681256172,0.322253207,46224000000,-6.166295471,0.359859314,2.693301514,9.209095725,5.819616168,14.34493,1.263309127,0.863080143,0.956364941,0.077526892,1.34359952,-1.027306387,0.084666035,0.08106413,0.359859314,2.755328341,-1.08821522,-1.751625011,-1.027306387,7.155275615,7.155275615,3.078153455,-107.3136801,448.4895385,36.35641427,36.35641427,-633.4946384,3.078153455,0.00957293,104.4967849,7.155275615
Standard & Poor's Ratings Services,BP PLC,A,Negative,12/22/2014,bp,BP,Energy,Integrated oil Companies,12,0,2014,2014,12/31/2014,1.371720506,1.041421048,0.467861353,36.45644561,21.47753331,57.93397892,51.08994684,-14.63350122,0.129469887,0.017876759,0.013178952,0.0105387,0.200338481,0.01329558,0.033919294,0.026621052,0.799661519,0.804595745,0.016379594,0.603798737,1.540393571,0.292069522,45977000000,5.117595819,0.619707118,2.551170575,10.01194696,7.14426267,16.9945028,1.950916775,1.261595821,1.603494847,0.588839104,1.489477032,1.547619048,0.091318676,0.367222324,0.619707118,4.762832631,-1.58033388,-2.20180156,1.547619048,7.300659305,7.300659305,2.268309664,215.2361835,67.64156748,24.83949361,24.83949361,1297.300215,2.268309664,0.007190329,39.77011948,7.300659305
Standard & Poor's Ratings Services,BP PLC,A,Stable,7/6/2011,bp,BP,Energy,Integrated oil Companies,7,0,2011,2011,12/31/2011,1.075752492,0.767302531,0.169873946,46.61732036,29.96651195,76.58383231,63.45917198,-16.84185162,0.177724382,0.102913913,0.097952959,0.065279533,0.333562422,0.086075102,0.225978775,0.186287007,0.666437578,0.969578143,0.101026369,0.615628851,1.616251972,0.239673702,35169000000,32.87110362,0.502578719,2.625367489,7.829707868,5.751729634,12.18026311,2.125078408,1.318561864,1.182031003,0.411992443,0.782540914,0.161510392,0.057527394,0.348546224,0.502578719,2.458015267,-1.535028327,-2.135935397,0.161510392,7.202322532,7.202322532,2.08056818,31.87167699,103.7640393,36.16656406,36.16656406,176.7703579,2.08056818,0.005067521,16.54748824,7.202322532
Standard & Poor's Ratings Services,BP PLC,A,Positive,7/3/2013,bp,BP,Energy,Integrated oil Companies,7,0,2013,2013,12/31/2013,1.330000549,0.947906938,0.309289678,42.20626576,32.04720282,74.25346858,56.91664789,-14.71038214,0.159740748,0.08018081,0.075499032,0.059187264,0.216052684,0.076714973,0.181366104,0.133039617,0.783947316,0.965528371,0.078194525,0.573401158,1.355609349,0.239905239,40811000000,29.0093633,0.437832005,2.364155233,8.648005064,6.412886449,11.38944956,2.028657007,1.29613988,1.102648109,0.767934311,1.212547112,0.232015692,0.053253646,0.696445498,0.437832005,2.858691234,-3.294301327,-21.8879668,0.232015692,6.903859173,6.903859173,2.253014885,38.06587347,60.74738339,42.30724165,42.30724165,214.9362905,2.253014885,0.00609511,20.64089721,6.903859173
Standard & Poor's Ratings Services,BP PLC,A,Negative,9/24/2010,bp,BP,Energy,Integrated oil Companies,9,0,2010,2010,12/31/2010,1.083216631,0.762772841,0.224019703,50.62394797,33.45184745,84.07579542,77.33809907,-26.71415109,0.073991351,-0.010983142,-0.016897141,-0.012038404,0.287547893,-0.013659637,-0.039152726,-0.021379929,0.712452107,1.288888889,-0.013109851,0.647798811,1.856790929,0.244317685,30710000000,-3.461538462,0.300335274,2.866308021,7.210026373,4.719536741,10.91120604,1.900955006,1.13467175,0.725803902,0.143231131,1.083961688,-0.706372681,0.044074995,0.197341363,0.300335274,0.930944893,-1.245859639,-1.640086726,-0.706372681,8.022431023,8.022431023,2.466680442,-204.9009561,283.5975644,55.96552993,55.96552993,-1134.233996,2.466680442,0.003447386,110.8808906,8.022431023
Standard & Poor's Ratings Services,BP PLC,A,Positive,7/17/2012,bp,BP,Energy,Integrated oil Companies,7,0,2012,2012,12/31/2012,1.20621258,0.835501579,0.257241677,40.98130769,30.74167259,71.72298028,53.37254896,-12.39124127,0.137128486,0.050047156,0.046117493,0.028388916,0.38442197,0.036666378,0.092934388,0.084631275,0.61557803,0.943486742,0.048879853,0.601445754,1.5244209,0.246432272,38767000000,17.69496269,0.419651639,2.534594166,8.906499587,6.838721536,11.87313406,2.199105792,1.291573755,1.079210848,0.382010813,1.064560689,0.48053009,0.052770863,0.353972362,0.419651639,2.041164158,-1.547921391,-2.580519153,0.48053009,6.593368233,6.593368233,2.014093782,70.94648548,107.8241731,38.16677721,38.16677721,397.2480385,2.014093782,0.006773135,25.612283,6.593368233
Standard & Poor's Ratings Services,Cameco Corp.,BBB,Stable,8/27/2013,cameco,CCJ,Basic Industries,Precious Metals,8,0,2013,2013,12/31/2013,2.494964878,0.942848708,0.325221311,64.56324683,181.9656478,246.5288946,87.2538147,-22.69056787,0.248789633,0.108537542,0.082528848,0.130599088,-0.582465903,0.039617171,0.059551088,0.035909257,1.582465903,0.764144639,0.108001606,0.334595961,0.502952453,0.194738264,1215585526,4.239886673,0.382632205,1.503163549,5.653371197,4.183198193,2.005873111,0.483778295,0.303349526,1.340289546,-0.292651789,0.589122974,0.496601203,0.217279289,-0.218349677,0.382632205,5.79386809,-0.820782423,-1.087122168,0.496601203,1.521299171,1.521299171,3.336299821,25.5461188,-70.32248149,15.35489109,15.35489109,-58.96073776,3.336299821,0.019439399,17.01391782,1.521299171
Standard & Poor's Ratings Services,Cameco Corp.,BBB,Stable,5/9/2016,cameco,CCJ,Basic Industries,Precious Metals,5,1,2016,2015,12/31/2015,3.251704418,1.0685266,0.682815271,32.71363807,228.024384,260.7380221,56.39215431,-23.67851624,0.253068025,0.08915806,-0.028080387,0.023702629,1.84409909,0.007423388,0.011769563,0.00323415,-0.84409909,-2.944082829,0.009537907,0.369470394,0.585784439,0.211987856,,0.253544371,,1.585470577,11.15742612,6.472531587,1.600706002,0.526835062,0.313188367,1.136984594,0.23155061,1.189504535,2.424914989,0.163379899,0.203653252,,,-1.255734393,-2.249476384,2.424914989,0.891189972,0.891189972,1.794760414,75.71988787,53.94069135,10.98519722,10.98519722,-134.6023989,1.794760414,0.03202481,17.64249016,0.891189972
